Location,Base,Off_July_20,E21,E22,E23,Diff_23-20,percent_change_23over20
".Greenup County, Kentucky",35958,35877,35643,35375,35221,-656,-1.824350631292063
".Pipestone County, Minnesota",9420,9417,9354,9327,9245,-172,-1.8259023354564756
".Perry County, Illinois",20941,20886,21014,20512,20503,-383,-1.8289479967527815
".Calhoun County, Texas",20105,20064,19782,19682,19696,-368,-1.8303904501367818
".Hamilton County, Florida",14003,13729,13072,13194,13471,-258,-1.8424623295008213
".Lincoln County, Minnesota",5641,5625,5576,5576,5521,-104,-1.8436447438397447
".Denali Borough, Alaska",1624,1614,1595,1575,1584,-30,-1.8472906403940887
".Mahnomen County, Minnesota",5408,5380,5403,5339,5280,-100,-1.849112426035503
".Mercer County, Pennsylvania",110658,110550,109958,109137,108503,-2047,-1.8498436624554935
".Venango County, Pennsylvania",50462,50365,50040,49734,49431,-934,-1.8508977052039157
".Dixon County, Nebraska",5611,5595,5570,5516,5491,-104,-1.8535020495455357
".Prince George's County, Maryland",967215,965365,956451,946980,947430,-17935,-1.8542929958695844
".Hamilton County, Iowa",15037,15008,14863,14803,14729,-279,-1.8554232892199243
".Blaine County, Oklahoma",8728,8701,8547,8445,8539,-162,-1.8560953253895511
".Wyandot County, Ohio",21896,21864,21689,21552,21457,-407,-1.858786993058093
".Lawrence County, Kentucky",16291,16303,16284,16097,16000,-303,-1.8599226566816034
".Marion County, Texas",9727,9752,9620,9550,9571,-181,-1.8607998355094069
".Union County, Iowa",12142,12132,12049,11903,11906,-226,-1.8613078570252017
".Macoupin County, Illinois",44973,44856,44492,44123,44018,-838,-1.863340226358037
".Worth County, Iowa",7445,7436,7377,7311,7297,-139,-1.8670248488918735
".Griggs County, North Dakota",2300,2291,2281,2249,2248,-43,-1.8695652173913044
".Jersey County, Illinois",21518,21494,21349,21191,21091,-403,-1.872850636676271
".Montgomery County, Iowa",10329,10333,10316,10210,10139,-194,-1.8782069900280762
".Crawford County, Illinois",18674,18651,18684,18495,18300,-351,-1.8796187212166648
".Emmons County, North Dakota",3298,3286,3257,3254,3224,-62,-1.879927228623408
".Roosevelt County, New Mexico",19188,19148,18992,18858,18787,-361,-1.8813841984573692
".La Salle County, Texas",6666,6663,6708,6556,6537,-126,-1.8901890189018902
".Braxton County, West Virginia",12449,12398,12296,12170,12162,-236,-1.8957345971563981
".Harper County, Oklahoma",3270,3252,3177,3165,3190,-62,-1.8960244648318043
".Edwards County, Texas",1423,1420,1429,1428,1393,-27,-1.8973998594518624
".Cambria County, Pennsylvania",133478,133211,132237,131429,130668,-2543,-1.905182876578912
".Montgomery County, Illinois",28283,28202,28082,27901,27663,-539,-1.9057384294452497
".Atchison County, Kansas",16347,16328,16236,16053,16016,-312,-1.9086070838685996
".Richland County, Illinois",15811,15790,15767,15555,15488,-302,-1.9100626146353803
".Erie County, Ohio",75619,75481,74886,74514,74035,-1446,-1.912217828852537
".Passaic County, New Jersey",525054,523439,518376,513634,513395,-10044,-1.9129460969728829
".Gilmer County, West Virginia",7415,7396,7392,7330,7254,-142,-1.9150370869858393
".Whiteside County, Illinois",55694,55565,55302,54555,54498,-1067,-1.9158257622005963
".Smyth County, Virginia",29801,29787,29608,29408,29216,-571,-1.9160430858024897
".Hardeman County, Texas",3548,3558,3546,3525,3490,-68,-1.9165727170236753
".Greene County, Iowa",8764,8752,8724,8710,8584,-168,-1.9169329073482428
".Dunn County, North Dakota",4094,4098,4018,3994,4019,-79,-1.9296531509526136
".Warren County, Georgia",5210,5207,5208,5157,5106,-101,-1.9385796545105565
".Randolph County, West Virginia",27933,27892,27898,27552,27350,-542,-1.940357283499803
".Ford County, Illinois",13526,13513,13479,13256,13250,-263,-1.9444033712849327
".Crittenden County, Arkansas",48156,48076,47438,47051,47139,-937,-1.945759614585929
".Chautauqua County, New York",127657,127376,126183,125344,124891,-2485,-1.9466225902222363
".Blair County, Pennsylvania",122827,122666,122150,120734,120273,-2393,-1.948268703135304
".Arlington County, Virginia",238642,238814,233436,233678,234162,-4652,-1.9493634817006227
".Cotton County, Oklahoma",5523,5535,5442,5449,5427,-108,-1.9554589896795218
".Schuyler County, Illinois",6899,6868,6831,6753,6733,-135,-1.9568053341063922
".Palo Alto County, Iowa",8994,8986,8923,8790,8810,-176,-1.9568601289748724
".Giles County, Virginia",16792,16786,16572,16432,16457,-329,-1.9592663172939495
".Schleicher County, Texas",2448,2439,2438,2359,2391,-48,-1.9607843137254901
".Newport County, Rhode Island",85649,85515,85608,84721,83832,-1683,-1.964996672465528
".Jefferson County, Pennsylvania",44501,44487,44120,43731,43612,-875,-1.9662479494842813
".Nevada County, Arkansas",8312,8284,8184,8179,8120,-164,-1.973051010587103
".Montgomery County, Mississippi",9819,9794,9699,9563,9600,-194,-1.9757612791526633
".Allegheny County, Pennsylvania",1250536,1249565,1245220,1232605,1224825,-24740,-1.9783516827984162
".Pike County, Mississippi",40326,40192,40010,39687,39394,-798,-1.978872191638149
".Marion County, South Carolina",29185,29086,28852,28471,28508,-578,-1.9804694192222032
".Lawrence County, Mississippi",12011,11979,11781,11761,11741,-238,-1.981516942802431
".Clinton County, New York",79838,79699,78993,78037,78115,-1584,-1.9840176357123176
".Hamilton County, Kansas",2517,2487,2478,2452,2437,-50,-1.9864918553833928
".Hancock County, Kentucky",9093,9101,9073,9027,8920,-181,-1.990542175299681
".Donley County, Texas",3261,3279,3361,3289,3214,-65,-1.9932536031892059
".Washington County, Alabama",15389,15329,15223,15094,15022,-307,-1.9949314445383066
".Schuyler County, New York",17894,17864,17789,17609,17507,-357,-1.9950821504414888
".Pierce County, North Dakota",3997,3982,3944,3931,3902,-80,-2.001501125844383
".Hardin County, Illinois",3647,3642,3635,3572,3569,-73,-2.00164518782561
".Calhoun County, Arkansas",4740,4736,4728,4687,4641,-95,-2.0042194092827006
".Charles City County, Virginia",6771,6746,6608,6568,6610,-136,-2.0085659429921727
".Wright County, Iowa",12942,12916,12813,12695,12656,-260,-2.00896306598671
".Stonewall County, Texas",1244,1243,1211,1218,1218,-25,-2.009646302250804
".Pike County, Illinois",14734,14640,14621,14499,14342,-298,-2.0225329170625765
".Union County, South Carolina",27240,27181,27010,26739,26629,-552,-2.026431718061674
".Hancock County, Illinois",17613,17543,17376,17254,17186,-357,-2.0269119400442857
".Juneau City and Borough, Alaska",32256,32209,31979,31740,31555,-654,-2.027529761904762
".Calhoun County, Illinois",4438,4407,4395,4353,4317,-90,-2.0279405137449302
".Amite County, Mississippi",12721,12700,12622,12559,12442,-258,-2.028142441631947
".Clarke County, Mississippi",15610,15545,15415,15203,15228,-317,-2.030749519538757
".Jefferson Davis Parish, Louisiana",32249,32210,32373,31929,31553,-657,-2.037272473565072
".Lauderdale County, Tennessee",25139,25123,24878,24741,24610,-513,-2.0406539639603802
".Cochran County, Texas",2547,2561,2480,2522,2509,-52,-2.0416175893207695
".Dillon County, South Carolina",28296,28277,27970,27747,27698,-579,-2.046225614927905
".Franklin County, New York",47573,47477,47106,46393,46502,-975,-2.0494818489479325
".Ness County, Kansas",2682,2673,2651,2657,2618,-55,-2.0507084265473527
".Jasper County, Mississippi",16367,16350,16232,16077,16013,-337,-2.0590212011975315
".Clay County, Illinois",13289,13273,13163,13077,12999,-274,-2.0618556701030926
".Belmont County, Ohio",66497,66292,65899,65495,64918,-1374,-2.066258628208791
".Barton County, Kansas",25501,25427,25263,25058,24899,-528,-2.0705070389396494
".Pawnee County, Kansas",6254,6256,6247,6188,6126,-130,-2.078669651423089
".Terry County, Texas",11831,11793,11714,11444,11547,-246,-2.079283238948525
".Modoc County, California",8703,8681,8641,8619,8500,-181,-2.0797426174882223
".Tippah County, Mississippi",21819,21742,21625,21438,21287,-455,-2.085338466474174
".Lamar County, Alabama",13972,13953,13736,13706,13661,-292,-2.0898940738620095
".Peoria County, Illinois",181836,181319,179638,178000,177513,-3806,-2.093094876702083
".Hettinger County, North Dakota",2483,2467,2425,2411,2415,-52,-2.094240837696335
".Union Parish, Louisiana",21105,21092,21001,20729,20650,-442,-2.0942904524994077
".Duval County, Texas",9829,9810,9998,9706,9604,-206,-2.095838844236443
".Crisp County, Georgia",20128,20053,20000,19729,19631,-422,-2.0965818759936408
".Calhoun County, Georgia",5575,5574,5541,5474,5457,-117,-2.0986547085201797
".Red Willow County, Nebraska",10701,10682,10620,10528,10457,-225,-2.1026072329688814
".Tuolumne County, California",55624,55379,55131,54587,54204,-1175,-2.112397526247663
".Cortland County, New York",46800,46741,46413,46081,45752,-989,-2.1132478632478633
".Tucker County, West Virginia",6759,6747,6693,6620,6604,-143,-2.115697588400651
".Hampton County, South Carolina",18555,18515,18244,18136,18122,-393,-2.11802748585287
".Shelby County, Tennessee",930020,929763,923382,916357,910042,-19721,-2.12049203242941
".Major County, Oklahoma",7781,7746,7636,7536,7581,-165,-2.1205500578331833
".Walsh County, North Dakota",10562,10529,10490,10460,10305,-224,-2.120810452565802
".Drew County, Arkansas",17345,17313,17057,16912,16945,-368,-2.121648890170078
".Sumter County, Georgia",29615,29520,28981,28864,28890,-630,-2.127300354550059
".Saline County, Kansas",54297,54254,53827,53389,53098,-1156,-2.12903106985653
".Early County, Georgia",10849,10794,10635,10560,10563,-231,-2.1292285003226104
".Polk County, Minnesota",31185,31076,30819,30725,30412,-664,-2.1292287958954623
".Armstrong County, Pennsylvania",65560,65470,65212,64704,64074,-1396,-2.12934716290421
".Copiah County, Mississippi",28369,28270,27922,27712,27664,-606,-2.1361345130247806
".Carlisle County, Kentucky",4820,4807,4761,4719,4704,-103,-2.136929460580913
".Muscatine County, Iowa",43240,43143,42674,42395,42218,-925,-2.1392229417206288
".Wayne County, Michigan",1793914,1789586,1774807,1758942,1751169,-38417,-2.1415184897380812
".Morgan County, Illinois",32920,32845,32646,32298,32140,-705,-2.1415552855407047
".Nobles County, Minnesota",22289,22205,22070,21958,21727,-478,-2.1445556103907757
".Wyandotte County, Kansas",169231,168914,167262,165626,165281,-3633,-2.146769799859364
".Bamberg County, South Carolina",13313,13260,13117,12950,12974,-286,-2.148276121084654
".Reynolds County, Missouri",6097,6081,6084,5996,5950,-131,-2.1485976709857306
".Christian County, Illinois",34039,33960,33703,33390,33228,-732,-2.150474455771321
".Crawford County, Pennsylvania",83938,83807,83209,82405,82001,-1806,-2.1515880769139124
".Menominee County, Michigan",23499,23451,23317,23225,22945,-506,-2.1532831184305716
".Jay County, Indiana",20471,20474,20282,20118,20032,-442,-2.1591519710810414
".Rock Island County, Illinois",144667,144360,142923,141559,141236,-3124,-2.159442028935417
".Crane County, Texas",4676,4675,4636,4551,4574,-101,-2.1599657827202736
".Hardin County, Iowa",16879,16828,16702,16614,16463,-365,-2.162450382131643
".Hale County, Texas",32526,32465,32208,31966,31761,-704,-2.1644223083072003
".Franklin Parish, Louisiana",19773,19713,19609,19358,19285,-428,-2.164567845041218
".McKean County, Pennsylvania",40430,40399,40317,39819,39519,-880,-2.1766015335147166
".Finney County, Kansas",38466,38304,38079,37639,37466,-838,-2.1785472885145323
".Cayuga County, New York",76253,76147,75451,74679,74485,-1662,-2.179586376929432
".Lewis County, Missouri",10032,10037,9994,9886,9818,-219,-2.1830143540669855
".Labette County, Kansas",20191,20170,19914,19702,19728,-442,-2.189094150859294
".Richardson County, Nebraska",7872,7862,7786,7730,7689,-173,-2.1976626016260163
".Clark County, Illinois",15463,15429,15352,15160,15088,-341,-2.2052641790079544
".Perkins County, Nebraska",2856,2858,2819,2827,2795,-63,-2.2058823529411766
".Worth County, Georgia",20774,20732,20565,20431,20273,-459,-2.20949263502455
".Franklin County, Nebraska",2889,2889,2878,2850,2825,-64,-2.215299411561094
".Prowers County, Colorado",12001,12017,11990,11873,11751,-266,-2.2164819598366803
".Fairfield County, South Carolina",20956,20887,20695,20450,20422,-465,-2.2189349112426036
".Greensville County, Virginia",11391,11386,11413,11204,11133,-253,-2.221051707488368
".Cross County, Arkansas",16828,16795,16672,16590,16420,-375,-2.2284288091276445
".Fayette County, Alabama",16326,16331,16127,16082,15967,-364,-2.229572461104986
".Clay County, Mississippi",18633,18622,18481,18311,18206,-416,-2.232598078677615
".Sweetwater County, Wyoming",42271,42197,41626,41374,41249,-948,-2.2426722812329967
".Webster County, Kentucky",13014,13018,12852,12739,12726,-292,-2.2437375134470567
".Greenbrier County, West Virginia",32973,32892,32687,32375,32149,-743,-2.2533588087222878
".Norton County, Kansas",5457,5453,5369,5325,5330,-123,-2.2539857064321054
".Clay County, Arkansas",14548,14529,14362,14271,14201,-328,-2.254605444047292
".Henry County, Virginia",50949,50851,50262,49795,49702,-1149,-2.255196372843432
".Wayne County, Illinois",16173,16126,15956,15843,15761,-365,-2.2568478328077664
".Honolulu County, Hawaii",1016507,1012399,1004163,994828,989408,-22991,-2.261765044411893
".St. Clair County, Illinois",257412,256844,254958,252265,251018,-5826,-2.26329774835672
".Hudson County, New Jersey",724858,721879,703448,702381,705472,-16407,-2.263477812205977
".Woodward County, Oklahoma",20477,20412,20241,20015,19947,-465,-2.2708404551447967
".Ward County, North Dakota",69926,69921,69364,68788,68332,-1589,-2.2724022538111717
".Cabell County, West Virginia",94347,94240,93408,92485,92082,-2158,-2.2873011330513955
".Eagle County, Colorado",55718,55657,55774,55218,54381,-1276,-2.290103736673965
".Adams County, Mississippi",29538,29423,28846,28517,28746,-677,-2.291962895253572
".Harrison County, Ohio",14485,14491,14458,14351,14159,-332,-2.292026234035209
".Martin County, North Carolina",22032,21952,21741,21478,21447,-505,-2.2921205519244734
".Foster County, North Dakota",3395,3387,3364,3380,3309,-78,-2.297496318114875
".Lamb County, Texas",13049,13011,12909,12786,12711,-300,-2.2990267453444706
".Cleveland County, Arkansas",7550,7552,7486,7467,7378,-174,-2.304635761589404
".San Miguel County, Colorado",8070,8054,8080,8008,7868,-186,-2.3048327137546467
".Quay County, New Mexico",8743,8712,8620,8529,8510,-202,-2.310419764382935
".Frio County, Texas",18386,18412,17543,17716,17987,-425,-2.3115413901881867
".Wilson County, Kansas",8629,8582,8520,8554,8382,-200,-2.31776567389037
".Koochiching County, Minnesota",12064,12031,11943,11848,11751,-280,-2.320954907161804
".Grant County, Oklahoma",4168,4180,4145,4122,4083,-97,-2.3272552783109406
".Cuyahoga County, Ohio",1264775,1262573,1247496,1236994,1233088,-29485,-2.3312446877903183
".Brown County, Kansas",9501,9472,9446,9373,9250,-222,-2.3365961477739186
".Rooks County, Kansas",4918,4893,4865,4810,4778,-115,-2.338348922326149
".Potter County, Pennsylvania",16397,16383,16311,16206,15999,-384,-2.3418918094773433
".Bethel Census Area, Alaska",18657,18661,18594,18259,18224,-437,-2.3422843972771616
".Caldwell Parish, Louisiana",9646,9615,9576,9493,9389,-226,-2.3429400787891352
".Johnson County, Kentucky",22679,22648,22548,22235,22116,-532,-2.34578244190661
".Renville County, Minnesota",14724,14694,14605,14473,14348,-346,-2.349904917142081
".Grenada County, Mississippi",21629,21577,21330,21134,21065,-512,-2.36719219566323
".Curry County, New Mexico",48426,48370,47936,47430,47222,-1148,-2.3706273489447818
".Milwaukee County, Wisconsin",939471,938550,924276,918078,916205,-22345,-2.3784661793711566
".Parmer County, Texas",9870,9854,9784,9649,9617,-237,-2.4012158054711246
".Marshall County, Minnesota",9033,9027,8997,8889,8810,-217,-2.4023026679951287
".Wells County, North Dakota",3987,3972,3903,3922,3876,-96,-2.407825432656132
".Mississippi County, Missouri",12573,12125,12105,11665,11822,-303,-2.409926031973276
".Monroe County, Alabama",19771,19706,19550,19412,19229,-477,-2.412624551110212
".Elk County, Pennsylvania",31000,30946,30796,30467,30198,-748,-2.412903225806452
".Inyo County, California",19018,18987,18924,18742,18527,-460,-2.4187611736249868
".Chenango County, New York",47220,47064,46569,46331,45920,-1144,-2.4227022448115205
".Garfield County, Nebraska",1815,1807,1833,1787,1763,-44,-2.4242424242424243
".Poinsett County, Arkansas",22965,22954,22691,22453,22397,-557,-2.425430002177226
".Potter County, South Dakota",2473,2473,2471,2446,2413,-60,-2.426202992317024
".Washington County, North Carolina",11004,10980,10883,10776,10713,-267,-2.42639040348964
".Ellis County, Oklahoma",3747,3739,3733,3683,3648,-91,-2.428609554310115
".Warren County, Pennsylvania",38585,38511,38161,37818,37572,-939,-2.4335881819359853
".Grant County, Kansas",7352,7326,7333,7250,7147,-179,-2.4347116430903157
".Chaves County, New Mexico",65156,65149,64650,63892,63561,-1588,-2.437227576892381
".Mercer County, West Virginia",59654,59519,59156,58612,58057,-1462,-2.4507996110906225
".Alexandria city, Virginia",159464,159139,155105,155045,155230,-3909,-2.4513369788792456
".Somerset County, Pennsylvania",74143,74019,72989,72629,72197,-1822,-2.4574133768528386
".Lafourche Parish, Louisiana",97565,97454,97599,95751,95056,-2398,-2.4578486137446833
".Bennett County, South Dakota",3375,3388,3389,3333,3305,-83,-2.4592592592592593
".Wise County, Virginia",36118,36064,35681,35327,35174,-890,-2.464145301511712
".Mendocino County, California",91590,91367,91321,90007,89108,-2259,-2.4664264657713724
".Stark County, North Dakota",33648,33832,33029,32718,33001,-831,-2.469686162624822
".Siskiyou County, California",44077,43995,44139,43786,42905,-1090,-2.4729450733942873
".Muscogee County, Georgia",206919,207006,205060,202432,201877,-5129,-2.4787477225387713
".Lane County, Kansas",1573,1568,1561,1544,1529,-39,-2.479338842975207
".Wilbarger County, Texas",12888,12842,12703,12535,12522,-320,-2.4829298572315333
".Orleans County, New York",40357,40135,39515,39163,39124,-1011,-2.5051416111207474
".Ochiltree County, Texas",10015,9955,9768,9692,9704,-251,-2.5062406390414376
".Big Horn County, Montana",13125,13080,12893,12826,12751,-329,-2.506666666666667
".Mason County, West Virginia",25451,25403,25266,24911,24765,-638,-2.506777729755216
".Keith County, Nebraska",8327,8322,8253,8179,8113,-209,-2.509907529722589
".Hitchcock County, Nebraska",2612,2618,2599,2614,2552,-66,-2.5267993874425727
".Allen Parish, Louisiana",22752,22687,22588,22287,22112,-575,-2.5272503516174405
".Halifax County, North Carolina",48625,48528,48353,47711,47298,-1230,-2.529562982005141
".Lowndes County, Mississippi",58881,58777,58160,57671,57283,-1494,-2.5373210373465125
".Scioto County, Ohio",74009,73848,72989,72189,71969,-1879,-2.538880406437055
".Vinton County, Ohio",12800,12801,12703,12577,12474,-327,-2.5546875
".Shelby County, Missouri",6102,6087,5965,5996,5931,-156,-2.55653883972468
".Mitchell County, Georgia",21763,21671,21318,21192,21114,-557,-2.5593897900105684
".Attala County, Mississippi",17886,17818,17715,17530,17359,-459,-2.5662529352566255
".Trego County, Kansas",2805,2803,2788,2746,2731,-72,-2.5668449197860963
".Menard County, Illinois",12295,12270,12167,12072,11954,-316,-2.570150467669784
".Prairie County, Arkansas",8287,8249,8095,8077,8036,-213,-2.5702908169421987
".Caddo County, Oklahoma",26944,26909,26461,26237,26214,-695,-2.579423990498812
".Pembina County, North Dakota",6847,6838,6773,6745,6661,-177,-2.585073754929166
".Gosper County, Nebraska",1895,1896,1829,1835,1847,-49,-2.5857519788918206
".Marion County, Illinois",37736,37652,37379,36905,36673,-979,-2.5943396226415096
".Grant County, New Mexico",28191,28205,27893,27693,27472,-733,-2.6001206058671205
".Hutchinson County, Texas",20613,20569,20438,20222,20033,-536,-2.600300781060496
".Eddy County, North Dakota",2342,2324,2324,2307,2263,-61,-2.604611443210931
".Columbia County, Arkansas",22800,22744,22490,22286,22150,-594,-2.6052631578947367
".Jim Hogg County, Texas",4835,4846,4790,4774,4720,-126,-2.605997931747673
".Rapides Parish, Louisiana",130013,129651,128626,127028,126260,-3391,-2.6082007183896994
".Trinity County, California",16114,16091,16082,15778,15670,-421,-2.612634975797443
".Clear Creek County, Colorado",9394,9393,9457,9367,9147,-246,-2.6186927826272086
".Union County, New Mexico",4082,4071,4096,3982,3964,-107,-2.621264086232239
".Audubon County, Iowa",5676,5683,5645,5575,5534,-149,-2.625088090204369
".Marin County, California",262321,261306,259278,256154,254407,-6899,-2.6299838747183792
".Nome Census Area, Alaska",10050,10029,9894,9791,9763,-266,-2.646766169154229
".Jefferson Davis County, Mississippi",11320,11269,11163,11079,10969,-300,-2.65017667844523
".Montgomery County, Kansas",31492,31404,31181,30853,30568,-836,-2.654642448875905
".Fulton County, Kentucky",6513,6511,6487,6371,6338,-173,-2.656226009519423
".Dickens County, Texas",1769,1758,1734,1736,1711,-47,-2.6568682871678915
".Wilkin County, Minnesota",6508,6479,6411,6358,6306,-173,-2.658266748617087
".Wibaux County, Montana",937,935,936,927,910,-25,-2.6680896478121667
".Glenn County, California",28921,28904,28718,28360,28129,-775,-2.679713702845683
".Edgar County, Illinois",16856,16786,16576,16385,16334,-452,-2.6815377313716184
".Logan County, Kansas",2758,2739,2710,2703,2665,-74,-2.6831036983321246
".Yoakum County, Texas",7694,7675,7563,7484,7468,-207,-2.6904081102157527
".Monroe County, Florida",82872,82847,82220,81618,80614,-2233,-2.6945168452553334
".Ida County, Iowa",7003,7022,6969,6905,6833,-189,-2.698843352848779
".Ohio County, West Virginia",42440,42341,41846,41463,41194,-1147,-2.7026390197926484
".Kossuth County, Iowa",14826,14799,14515,14465,14396,-403,-2.7181977606906784
".Roanoke city, Virginia",100014,99891,98700,97657,97171,-2720,-2.719619253304537
".Burke County, North Dakota",2197,2194,2154,2132,2134,-60,-2.730996813837051
".Jewell County, Kansas",2929,2927,2942,2885,2847,-80,-2.7313076135199728
".Raleigh County, West Virginia",74583,74394,73779,72801,72356,-2038,-2.7325261788879502
".Spink County, South Dakota",6355,6340,6261,6228,6166,-174,-2.738001573564123
".Logan County, Colorado",21536,21210,21006,20792,20619,-591,-2.7442421991084696
".Chickasaw County, Iowa",12011,11988,11883,11728,11658,-330,-2.747481475314295
".Clay County, West Virginia",8047,8005,7905,7840,7783,-222,-2.7587920964334534
".Knox County, Illinois",49958,49790,49310,48620,48411,-1379,-2.760318667680852
".Campbell County, South Dakota",1376,1378,1376,1355,1340,-38,-2.761627906976744
".Santa Clara County, California",1936279,1931168,1885173,1878335,1877592,-53576,-2.7669566214373034
".Bell County, Kentucky",24100,23984,23834,23611,23317,-667,-2.767634854771784
".Louisa County, Iowa",10830,10814,10724,10617,10513,-301,-2.7793167128347185
".Chemung County, New York",84142,83668,83039,81641,81325,-2343,-2.784578450714269
".Haywood County, Tennessee",17863,17826,17691,17518,17328,-498,-2.7878855735318813
".Loup County, Nebraska",609,609,604,601,592,-17,-2.7914614121510675
".Bailey County, Texas",6903,6866,6803,6803,6672,-194,-2.8103723018977256
".Fulton County, Illinois",33608,33487,33275,32935,32541,-946,-2.8148059985717686
".Clarke County, Alabama",23091,22987,22740,22574,22337,-650,-2.8149495474427266
".Nolan County, Texas",14734,14721,14605,14460,14306,-415,-2.8166146328220445
".McPherson County, South Dakota",2409,2402,2416,2396,2334,-68,-2.82274802822748
".Brooks County, Texas",7079,7048,6969,6902,6848,-200,-2.8252578047746857
".Otero County, Colorado",18687,18664,18527,18311,18136,-528,-2.825493658693209
".Buffalo County, South Dakota",1946,1939,1894,1854,1884,-55,-2.826310380267215
".Jefferson County, Nebraska",7240,7259,7159,7140,7054,-205,-2.8314917127071824
".Ramsey County, Minnesota",552355,551716,544025,537303,536075,-15641,-2.8316933855944093
".Monona County, Iowa",8753,8742,8598,8506,8493,-249,-2.844738946646864
".Worth County, Missouri",1968,1963,1967,1940,1907,-56,-2.8455284552845526
".Crawford County, Iowa",16519,16484,16232,16129,16013,-471,-2.851262182940856
".Bristol city, Virginia",17219,17299,17065,16940,16807,-492,-2.857308786805273
".Martin County, Kentucky",11290,11253,11165,11096,10928,-325,-2.878653675819309
".Norfolk city, Virginia",238003,237789,234862,232558,230930,-6859,-2.881896446683445
".Lee County, Iowa",33559,33533,33257,32829,32565,-968,-2.8844721237223996
".Corson County, South Dakota",3903,3895,3849,3817,3782,-113,-2.895208813733026
".Pleasants County, West Virginia",7650,7650,7604,7570,7428,-222,-2.9019607843137254
".Collingsworth County, Texas",2651,2640,2607,2585,2563,-77,-2.904564315352697
".Cavalier County, North Dakota",3716,3704,3680,3608,3596,-108,-2.906350914962325
".Wrangell City and Borough, Alaska",2125,2126,2102,2071,2064,-62,-2.9176470588235293
".Natchitoches Parish, Louisiana",37516,37387,36973,36648,36291,-1096,-2.921420194050538
".Dougherty County, Georgia",85793,85155,82235,82895,82645,-2510,-2.9256466145256605
".Hinsdale County, Colorado",784,788,773,771,765,-23,-2.933673469387755
".White County, Illinois",13872,13808,13758,13595,13401,-407,-2.9339677047289503
".Lauderdale County, Mississippi",72981,72675,71937,71142,70527,-2148,-2.9432318000575495
".Marlboro County, South Carolina",26669,26490,26235,26006,25704,-786,-2.947242116314823
".Choctaw County, Alabama",12669,12626,12548,12431,12252,-374,-2.9520877733049176
".Kleberg County, Texas",31042,30986,30625,30376,30069,-917,-2.9540622382578445
".Benton County, Mississippi",7646,7664,7638,7556,7438,-226,-2.955793879152498
".Red River Parish, Louisiana",7619,7582,7505,7465,7356,-226,-2.96626853917837
".Lawrence County, Illinois",15292,15268,15228,14891,14813,-455,-2.9754119801203247
".Summers County, West Virginia",11967,11939,11865,11702,11581,-358,-2.9915601236734353
".Union County, Illinois",17239,17184,16921,16772,16667,-517,-2.9990138639132202
".Kanawha County, West Virginia",180749,180233,178073,175864,174805,-5428,-3.003059491338818
".Barber County, Kansas",4228,4198,4099,4124,4071,-127,-3.0037842951750235
".McCone County, Montana",1726,1728,1709,1711,1676,-52,-3.0127462340672073
".Ziebach County, South Dakota",2414,2395,2385,2394,2322,-73,-3.024026512013256
".Cass County, Illinois",13049,12991,12790,12638,12596,-395,-3.02705188137022
".Ritchie County, West Virginia",8446,8423,8410,8230,8167,-256,-3.0310206014681507
".Marengo County, Alabama",19325,19270,18985,18791,18684,-586,-3.0323415265200517
".Stark County, Illinois",5395,5382,5284,5313,5218,-164,-3.03985171455051
".Macon County, Illinois",103984,103752,102597,101333,100591,-3161,-3.03989075242345
".Wayne County, West Virginia",38988,38873,38564,37980,37686,-1187,-3.0445265209808148
".Neosho County, Kansas",15900,15905,15787,15583,15420,-485,-3.050314465408805
".Lewis County, West Virginia",17031,17020,16874,16674,16500,-520,-3.0532558276084787
".Thurston County, Nebraska",6779,6764,6633,6555,6557,-207,-3.053547720902788
".Claiborne Parish, Louisiana",14168,14103,14043,13849,13670,-433,-3.056182947487295
".Rio Grande County, Colorado",11541,11541,11406,11337,11188,-353,-3.0586604280391647
".Baltimore city, Maryland",585690,583157,576578,569107,565239,-17918,-3.059297580631392
".Potter County, Texas",118522,118275,116461,114911,114647,-3628,-3.061035082094463
".Noxubee County, Mississippi",10279,10229,10116,10000,9914,-315,-3.0645004377857767
".Hancock County, West Virginia",29093,29038,28595,28254,28145,-893,-3.0694668820678515
".Dickenson County, Virginia",14128,14074,13860,13733,13640,-434,-3.0719139297848246
".Napa County, California",138013,137459,136265,134370,133216,-4243,-3.074348068660199
".Grant County, North Dakota",2299,2286,2303,2238,2215,-71,-3.088299260548064
".Plumas County, California",19794,19746,19958,19443,19131,-615,-3.107002121855108
".Wichita County, Kansas",2153,2149,2080,2078,2082,-67,-3.1119368323269856
".Avoyelles Parish, Louisiana",39692,39646,39261,38715,38408,-1238,-3.119016426483926
".Philadelphia County, Pennsylvania",1603793,1600684,1589623,1566836,1550542,-50142,-3.12646332787336
".Iroquois County, Illinois",27082,26984,26775,26493,26136,-848,-3.1312310759914337
".Stephenson County, Illinois",44631,44503,44062,43556,43105,-1398,-3.132351952678632
".Sullivan County, Missouri",5997,5985,5898,5816,5797,-188,-3.134900783725196
".Jefferson County, Georgia",15710,15676,15476,15294,15183,-493,-3.1381285805219608
".Lafayette County, Arkansas",6305,6293,6159,6129,6095,-198,-3.140364789849326
".Richland County, Montana",11494,11534,11329,11230,11173,-361,-3.1407690969201325
".Stevens County, Kansas",5249,5243,5302,5166,5077,-166,-3.1625071442179467
